ItemID,Category,Sub Category,Commodity,Item,Commodity Detail
198829,Direct,Hardware,Fabrication,Fabrication-198829,Fabrication - Steel Stamping
200342,Direct,Hardware,Fabrication,Fabrication-200342,Fabrication - Steel Stamping
200420,Direct,Hardware,Fabrication,Fabrication-200420,Fabrication - Steel Stamping
197978,Direct,Hardware,Fabrication,Fabrication-197978,Fabrication - Steel Stamping
200339,Direct,Hardware,Fabrication,Fabrication-200339,Fabrication - Steel Stamping
200340,Direct,Hardware,Fabrication,Fabrication-200340,Fabrication - Steel Stamping
200867,Direct,Hardware,Fabrication,Fabrication-200867,Fabrication - Steel Stamping
203166,Direct,Hardware,Fabrication,Fabrication-203166,Fabrication - Steel Stamping
199356,Direct,Hardware,Fabrication,Fabrication-199356,Fabrication - Steel Stamping
202622,Direct,Hardware,Fabrication,Fabrication-202622,Fabrication - Steel Stamping
202002,Direct,Hardware,Fabrication,Fabrication-202002,Fabrication - Steel Stamping
197969,Direct,Hardware,Fabrication,Fabrication-197969,Fabrication - Steel Stamping
197891,Direct,Hardware,Fabrication,Fabrication-197891,Fabrication - Steel Stamping
198188,Direct,Hardware,Fabrication,Fabrication-198188,Fabrication - Steel Stamping
199560,Direct,Hardware,Fabrication,Fabrication-199560,Fabrication - Steel Stamping
199585,Direct,Hardware,Fabrication,Fabrication-199585,Fabrication - Steel Stamping
200938,Direct,Hardware,Fabrication,Fabrication-200938,Fabrication - Steel Stamping
197999,Direct,Hardware,Fabrication,Fabrication-197999,Fabrication - Steel Stamping
198484,Direct,Hardware,Fabrication,Fabrication-198484,Fabrication - Steel Stamping
198024,Direct,Hardware,Fabrication,Fabrication-198024,Fabrication - Steel Stamping
201139,Direct,Hardware,Fabrication,Fabrication-201139,Fabrication - Steel Stamping
198519,Direct,Hardware,Fabrication,Fabrication-198519,Fabrication - Steel Stamping
202621,Direct,Hardware,Fabrication,Fabrication-202621,Fabrication - Steel Stamping
197926,Direct,Hardware,Fabrication,Fabrication-197926,Fabrication - Steel Stamping
199554,Direct,Hardware,Fabrication,Fabrication-199554,Fabrication - Steel Stamping
199484,Direct,Hardware,Fabrication,Fabrication-199484,Fabrication - Steel Stamping
203069,Direct,Hardware,Fabrication,Fabrication-203069,Fabrication - Steel Stamping
197617,Direct,Hardware,Fabrication,Fabrication-197617,Fabrication - Steel Stamping
202408,Direct,Hardware,Fabrication,Fabrication-202408,Fabrication - Steel Stamping
198917,Direct,Hardware,Fabrication,Fabrication-198917,Fabrication - Steel Stamping
198124,Direct,Hardware,Fabrication,Fabrication-198124,Fabrication - Steel Stamping
198123,Direct,Hardware,Fabrication,Fabrication-198123,Fabrication - Steel Stamping
202625,Direct,Hardware,Fabrication,Fabrication-202625,Fabrication - Steel Stamping
199616,Direct,Hardware,Fabrication,Fabrication-199616,Fabrication - Steel Stamping
197998,Direct,Hardware,Fabrication,Fabrication-197998,Fabrication - Steel Stamping
198956,Direct,Hardware,Fabrication,Fabrication-198956,Fabrication - Steel Stamping
199479,Direct,Hardware,Fabrication,Fabrication-199479,Fabrication - Steel Stamping
199553,Direct,Hardware,Fabrication,Fabrication-199553,Fabrication - Steel Stamping
203464,Direct,Hardware,Fabrication,Fabrication-203464,Fabrication - Steel Stamping
198328,Direct,Hardware,Fabrication,Fabrication-198328,Fabrication - Steel Stamping
198608,Direct,Hardware,Fabrication,Fabrication-198608,Fabrication - Steel Stamping
201057,Direct,Hardware,Fabrication,Fabrication-201057,Fabrication - Steel Stamping
197719,Direct,Hardware,Fabrication,Fabrication-197719,Fabrication - Steel Stamping
197667,Direct,Hardware,Fabrication,Fabrication-197667,Fabrication - Steel Stamping
199394,Direct,Hardware,Fabrication,Fabrication-199394,Fabrication - Steel Stamping
198128,Direct,Hardware,Fabrication,Fabrication-198128,Fabrication - Steel Stamping
198085,Direct,Hardware,Fabrication,Fabrication-198085,Fabrication - Steel Stamping
200647,Direct,Hardware,Fabrication,Fabrication-200647,Fabrication - Steel Stamping
198044,Direct,Hardware,Fabrication,Fabrication-198044,Fabrication - Steel Stamping
202084,Direct,Hardware,Fabrication,Fabrication-202084,Fabrication - Steel Stamping
200809,Direct,Hardware,Fabrication,Fabrication-200809,Fabrication - Steel Stamping
198058,Direct,Hardware,Fabrication,Fabrication-198058,Fabrication - Steel Stamping
199430,Direct,Hardware,Fabrication,Fabrication-199430,Fabrication - Steel Stamping
202932,Direct,Hardware,Fabrication,Fabrication-202932,Fabrication - Steel Stamping
200700,Direct,Hardware,Fabrication,Fabrication-200700,Fabrication - Steel Stamping
197892,Direct,Hardware,Fabrication,Fabrication-197892,Fabrication - Steel Stamping
198088,Direct,Hardware,Fabrication,Fabrication-198088,Fabrication - Steel Stamping
202491,Direct,Hardware,Fabrication,Fabrication-202491,Fabrication - Steel Stamping
202143,Direct,Hardware,Fabrication,Fabrication-202143,Fabrication - Steel Stamping
200649,Direct,Hardware,Fabrication,Fabrication-200649,Fabrication - Steel Stamping
198324,Direct,Hardware,Fabrication,Fabrication-198324,Fabrication - Steel Stamping
201996,Direct,Hardware,Fabrication,Fabrication-201996,Fabrication - Steel Stamping
200656,Direct,Hardware,Fabrication,Fabrication-200656,Fabrication - Steel Stamping
199863,Direct,Hardware,Fabrication,Fabrication-199863,Fabrication - Steel Stamping
197604,Direct,Hardware,Fabrication,Fabrication-197604,Fabrication - Steel Stamping
202501,Direct,Hardware,Fabrication,Fabrication-202501,Fabrication - Steel Stamping
198054,Direct,Hardware,Fabrication,Fabrication-198054,Fabrication - Steel Stamping
200889,Direct,Hardware,Fabrication,Fabrication-200889,Fabrication - Steel Stamping
200739,Direct,Hardware,Fabrication,Fabrication-200739,Fabrication - Steel Stamping
197873,Direct,Hardware,Fabrication,Fabrication-197873,Fabrication - Steel Stamping
202224,Direct,Hardware,Fabrication,Fabrication-202224,Fabrication - Steel Stamping
201625,Direct,Hardware,Fabrication,Fabrication-201625,Fabrication - Steel Stamping
200091,Direct,Hardware,Fabrication,Fabrication-200091,Fabrication - Steel Stamping
200935,Direct,Hardware,Fabrication,Fabrication-200935,Fabrication - Steel Stamping
199664,Direct,Hardware,Fabrication,Fabrication-199664,Fabrication - Steel Stamping
202452,Direct,Hardware,Fabrication,Fabrication-202452,Fabrication - Steel Stamping
198722,Direct,Hardware,Fabrication,Fabrication-198722,Fabrication - Steel Stamping
197949,Direct,Hardware,Fabrication,Fabrication-197949,Fabrication - Steel Stamping
197981,Direct,Hardware,Fabrication,Fabrication-197981,Fabrication - Steel Stamping
201077,Direct,Hardware,Fabrication,Fabrication-201077,Fabrication - Steel Stamping
199328,Direct,Hardware,Fabrication,Fabrication-199328,Fabrication - Steel Stamping
199568,Direct,Hardware,Fabrication,Fabrication-199568,Fabrication - Steel Stamping
199958,Direct,Hardware,Fabrication,Fabrication-199958,Fabrication - Steel Stamping
203012,Direct,Hardware,Fabrication,Fabrication-203012,Fabrication - Steel Stamping
197455,Direct,Hardware,Fabrication,Fabrication-197455,Fabrication - Steel Stamping
200952,Direct,Hardware,Fabrication,Fabrication-200952,Fabrication - Steel Stamping
198396,Direct,Hardware,Fabrication,Fabrication-198396,Fabrication - Steel Stamping
202378,Direct,Hardware,Fabrication,Fabrication-202378,Fabrication - Steel Stamping
202172,Direct,Hardware,Fabrication,Fabrication-202172,Fabrication - Steel Stamping
198043,Direct,Hardware,Fabrication,Fabrication-198043,Fabrication - Steel Stamping
198721,Direct,Hardware,Fabrication,Fabrication-198721,Fabrication - Steel Stamping
198164,Direct,Hardware,Fabrication,Fabrication-198164,Fabrication - Steel Stamping
197720,Direct,Hardware,Fabrication,Fabrication-197720,Fabrication - Steel Stamping
197809,Direct,Hardware,Fabrication,Fabrication-197809,Fabrication - Steel Stamping
201017,Direct,Hardware,Fabrication,Fabrication-201017,Fabrication - Steel Stamping
201995,Direct,Hardware,Fabrication,Fabrication-201995,Fabrication - Steel Stamping
199378,Direct,Hardware,Fabrication,Fabrication-199378,Fabrication - Steel Stamping
202195,Direct,Hardware,Fabrication,Fabrication-202195,Fabrication - Steel Stamping
200196,Direct,Hardware,Fabrication,Fabrication-200196,Fabrication - Steel Stamping
199763,Direct,Hardware,Fabrication,Fabrication-199763,Fabrication - Steel Stamping
199305,Direct,Hardware,Fabrication,Fabrication-199305,Fabrication - Steel Stamping
202114,Direct,Hardware,Fabrication,Fabrication-202114,Fabrication - Steel Stamping
201404,Direct,Hardware,Fabrication,Fabrication-201404,Fabrication - Steel Stamping
199570,Direct,Hardware,Fabrication,Fabrication-199570,Fabrication - Steel Stamping
200341,Direct,Hardware,Fabrication,Fabrication-200341,Fabrication - Steel Stamping
199949,Direct,Hardware,Fabrication,Fabrication-199949,Fabrication - Steel Stamping
199323,Direct,Hardware,Fabrication,Fabrication-199323,Fabrication - Steel Stamping
197851,Direct,Hardware,Fabrication,Fabrication-197851,Fabrication - Steel Stamping
199314,Direct,Hardware,Fabrication,Fabrication-199314,Fabrication - Steel Stamping
199547,Direct,Hardware,Fabrication,Fabrication-199547,Fabrication - Steel Stamping
202085,Direct,Hardware,Fabrication,Fabrication-202085,Fabrication - Steel Stamping
200685,Direct,Hardware,Fabrication,Fabrication-200685,Fabrication - Steel Stamping
199587,Direct,Hardware,Fabrication,Fabrication-199587,Fabrication - Steel Stamping
199329,Direct,Hardware,Fabrication,Fabrication-199329,Fabrication - Steel Stamping
202594,Direct,Hardware,Fabrication,Fabrication-202594,Fabrication - Steel Stamping
201668,Direct,Hardware,Fabrication,Fabrication-201668,Fabrication - Steel Stamping
197928,Direct,Hardware,Fabrication,Fabrication-197928,Fabrication - Steel Stamping
201541,Direct,Hardware,Fabrication,Fabrication-201541,Fabrication - Steel Stamping
203463,Direct,Hardware,Fabrication,Fabrication-203463,Fabrication - Steel Stamping
199278,Direct,Hardware,Fabrication,Fabrication-199278,Fabrication - Steel Stamping
201676,Direct,Hardware,Fabrication,Fabrication-201676,Fabrication - Steel Stamping
197468,Direct,Hardware,Fabrication,Fabrication-197468,Fabrication - Steel Stamping
197687,Direct,Hardware,Fabrication,Fabrication-197687,Fabrication - Steel Stamping
199342,Direct,Hardware,Fabrication,Fabrication-199342,Fabrication - Steel Stamping
202049,Direct,Hardware,Fabrication,Fabrication-202049,Fabrication - Steel Stamping
200698,Direct,Hardware,Fabrication,Fabrication-200698,Fabrication - Steel Stamping
203200,Direct,Hardware,Fabrication,Fabrication-203200,Fabrication - Steel Stamping
201623,Direct,Hardware,Fabrication,Fabrication-201623,Fabrication - Steel Stamping
198185,Direct,Hardware,Fabrication,Fabrication-198185,Fabrication - Steel Stamping
197860,Direct,Hardware,Fabrication,Fabrication-197860,Fabrication - Steel Stamping
202854,Direct,Hardware,Fabrication,Fabrication-202854,Fabrication - Steel Stamping
201299,Direct,Hardware,Fabrication,Fabrication-201299,Fabrication - Steel Stamping
199619,Direct,Hardware,Fabrication,Fabrication-199619,Fabrication - Steel Stamping
198087,Direct,Hardware,Fabrication,Fabrication-198087,Fabrication - Steel Stamping
201611,Direct,Hardware,Fabrication,Fabrication-201611,Fabrication - Steel Stamping
199395,Direct,Hardware,Fabrication,Fabrication-199395,Fabrication - Steel Stamping
199302,Direct,Hardware,Fabrication,Fabrication-199302,Fabrication - Steel Stamping
197670,Direct,Hardware,Fabrication,Fabrication-197670,Fabrication - Steel Stamping
202590,Direct,Hardware,Fabrication,Fabrication-202590,Fabrication - Steel Stamping
202075,Direct,Hardware,Fabrication,Fabrication-202075,Fabrication - Steel Stamping
203465,Direct,Hardware,Fabrication,Fabrication-203465,Fabrication - Steel Stamping
197618,Direct,Hardware,Fabrication,Fabrication-197618,Fabrication - Steel Stamping
203466,Direct,Hardware,Fabrication,Fabrication-203466,Fabrication - Steel Stamping
203202,Direct,Hardware,Fabrication,Fabrication-203202,Fabrication - Steel Stamping
202033,Direct,Hardware,Fabrication,Fabrication-202033,Fabrication - Steel Stamping
200695,Direct,Hardware,Fabrication,Fabrication-200695,Fabrication - Steel Stamping
200696,Direct,Hardware,Fabrication,Fabrication-200696,Fabrication - Steel Stamping
197944,Direct,Hardware,Fabrication,Fabrication-197944,Fabrication - Steel Stamping
198215,Direct,Hardware,Fabrication,Fabrication-198215,Fabrication - Steel Stamping
198177,Direct,Hardware,Fabrication,Fabrication-198177,Fabrication - Steel Stamping
202775,Direct,Hardware,Fabrication,Fabrication-202775,Fabrication - Steel Stamping
197810,Direct,Hardware,Fabrication,Fabrication-197810,Fabrication - Steel Stamping
199379,Direct,Hardware,Fabrication,Fabrication-199379,Fabrication - Steel Stamping
198179,Direct,Hardware,Fabrication,Fabrication-198179,Fabrication - Steel Stamping
197671,Direct,Hardware,Fabrication,Fabrication-197671,Fabrication - Steel Stamping
199501,Direct,Hardware,Fabrication,Fabrication-199501,Fabrication - Steel Stamping
197871,Direct,Hardware,Fabrication,Fabrication-197871,Fabrication - Steel Stamping
199334,Direct,Hardware,Fabrication,Fabrication-199334,Fabrication - Steel Stamping
200650,Direct,Hardware,Fabrication,Fabrication-200650,Fabrication - Steel Stamping
201771,Direct,Hardware,Fabrication,Fabrication-201771,Fabrication - Steel Stamping
197452,Direct,Hardware,Fabrication,Fabrication-197452,Fabrication - Steel Stamping
199148,Direct,Hardware,Fabrication,Fabrication-199148,Fabrication - Steel Stamping
198240,Direct,Hardware,Fabrication,Fabrication-198240,Fabrication - Steel Stamping
202113,Direct,Hardware,Fabrication,Fabrication-202113,Fabrication - Steel Stamping
199301,Direct,Hardware,Fabrication,Fabrication-199301,Fabrication - Steel Stamping
200697,Direct,Hardware,Fabrication,Fabrication-200697,Fabrication - Steel Stamping
200744,Direct,Hardware,Fabrication,Fabrication-200744,Fabrication - Steel Stamping
200795,Direct,Hardware,Fabrication,Fabrication-200795,Fabrication - Steel Stamping
202191,Direct,Hardware,Fabrication,Fabrication-202191,Fabrication - Steel Stamping
201683,Direct,Hardware,Fabrication,Fabrication-201683,Fabrication - Steel Stamping
197798,Direct,Hardware,Fabrication,Fabrication-197798,Fabrication - Steel Stamping
198064,Direct,Hardware,Fabrication,Fabrication-198064,Fabrication - Steel Stamping
198136,Direct,Hardware,Fabrication,Fabrication-198136,Fabrication - Steel Stamping
200723,Direct,Hardware,Fabrication,Fabrication-200723,Fabrication - Steel Stamping
197605,Direct,Hardware,Fabrication,Fabrication-197605,Fabrication - Steel Stamping
197857,Direct,Hardware,Fabrication,Fabrication-197857,Fabrication - Steel Stamping
201377,Direct,Hardware,Fabrication,Fabrication-201377,Fabrication - Steel Stamping
200835,Direct,Hardware,Fabrication,Fabrication-200835,Fabrication - Steel Stamping
202083,Direct,Hardware,Fabrication,Fabrication-202083,Fabrication - Steel Stamping
200927,Direct,Hardware,Fabrication,Fabrication-200927,Fabrication - Steel Stamping
198162,Direct,Hardware,Fabrication,Fabrication-198162,Fabrication - Steel Stamping
200735,Direct,Hardware,Fabrication,Fabrication-200735,Fabrication - Steel Stamping
200233,Direct,Hardware,Fabrication,Fabrication-200233,Fabrication - Steel Stamping
197842,Direct,Hardware,Fabrication,Fabrication-197842,Fabrication - Steel Stamping
202928,Direct,Hardware,Fabrication,Fabrication-202928,Fabrication - Steel Stamping
200749,Direct,Hardware,Fabrication,Fabrication-200749,Fabrication - Steel Stamping
203276,Direct,Hardware,Fabrication,Fabrication-203276,Fabrication - Steel Stamping
201262,Direct,Hardware,Fabrication,Fabrication-201262,Fabrication - Steel Stamping
198178,Direct,Hardware,Fabrication,Fabrication-198178,Fabrication - Steel Stamping
200985,Direct,Hardware,Fabrication,Fabrication-200985,Fabrication - Steel Stamping
198613,Direct,Hardware,Fabrication,Fabrication-198613,Fabrication - Steel Stamping
202167,Direct,Hardware,Fabrication,Fabrication-202167,Fabrication - Steel Stamping
200841,Direct,Hardware,Fabrication,Fabrication-200841,Fabrication - Steel Stamping
202146,Direct,Hardware,Fabrication,Fabrication-202146,Fabrication - Steel Stamping
199332,Direct,Hardware,Fabrication,Fabrication-199332,Fabrication - Steel Stamping
198606,Direct,Hardware,Fabrication,Fabrication-198606,Fabrication - Steel Stamping
197970,Direct,Hardware,Fabrication,Fabrication-197970,Fabrication - Steel Stamping
201830,Direct,Hardware,Fabrication,Fabrication-201830,Fabrication - Steel Stamping
200689,Direct,Hardware,Fabrication,Fabrication-200689,Fabrication - Steel Stamping
200728,Direct,Hardware,Fabrication,Fabrication-200728,Fabrication - Steel Stamping
198182,Direct,Hardware,Fabrication,Fabrication-198182,Fabrication - Steel Stamping
198042,Direct,Hardware,Fabrication,Fabrication-198042,Fabrication - Steel Stamping
202169,Direct,Hardware,Fabrication,Fabrication-202169,Fabrication - Steel Stamping
197679,Direct,Hardware,Fabrication,Fabrication-197679,Fabrication - Steel Stamping
201114,Direct,Hardware,Fabrication,Fabrication-201114,Fabrication - Steel Stamping
197865,Direct,Hardware,Fabrication,Fabrication-197865,Fabrication - Steel Stamping
202500,Direct,Hardware,Fabrication,Fabrication-202500,Fabrication - Steel Stamping
201041,Direct,Hardware,Fabrication,Fabrication-201041,Fabrication - Steel Stamping
199953,Direct,Hardware,Fabrication,Fabrication-199953,Fabrication - Steel Stamping
201004,Direct,Hardware,Fabrication,Fabrication-201004,Fabrication - Steel Stamping
197615,Direct,Hardware,Fabrication,Fabrication-197615,Fabrication - Steel Stamping
199380,Direct,Hardware,Fabrication,Fabrication-199380,Fabrication - Steel Stamping
202467,Direct,Hardware,Fabrication,Fabrication-202467,Fabrication - Steel Stamping
198187,Direct,Hardware,Fabrication,Fabrication-198187,Fabrication - Steel Stamping
198920,Direct,Hardware,Fabrication,Fabrication-198920,Fabrication - Steel Stamping
199352,Direct,Hardware,Fabrication,Fabrication-199352,Fabrication - Steel Stamping
199303,Direct,Hardware,Fabrication,Fabrication-199303,Fabrication - Steel Stamping
197660,Direct,Hardware,Fabrication,Fabrication-197660,Fabrication - Steel Stamping
197867,Direct,Hardware,Fabrication,Fabrication-197867,Fabrication - Steel Stamping
198617,Direct,Hardware,Fabrication,Fabrication-198617,Fabrication - Steel Stamping
198084,Direct,Hardware,Fabrication,Fabrication-198084,Fabrication - Steel Stamping
197844,Direct,Hardware,Fabrication,Fabrication-197844,Fabrication - Steel Stamping
197794,Direct,Hardware,Fabrication,Fabrication-197794,Fabrication - Steel Stamping
199333,Direct,Hardware,Fabrication,Fabrication-199333,Fabrication - Steel Stamping
198463,Direct,Hardware,Fabrication,Fabrication-198463,Fabrication - Steel Stamping
202586,Direct,Hardware,Fabrication,Fabrication-202586,Fabrication - Steel Stamping
199677,Direct,Hardware,Fabrication,Fabrication-199677,Fabrication - Steel Stamping
202174,Direct,Hardware,Fabrication,Fabrication-202174,Fabrication - Steel Stamping
202048,Direct,Hardware,Fabrication,Fabrication-202048,Fabrication - Steel Stamping
199683,Direct,Hardware,Fabrication,Fabrication-199683,Fabrication - Steel Stamping
199785,Direct,Hardware,Fabrication,Fabrication-199785,Fabrication - Steel Stamping
202192,Direct,Hardware,Fabrication,Fabrication-202192,Fabrication - Steel Stamping
200648,Direct,Hardware,Fabrication,Fabrication-200648,Fabrication - Steel Stamping
201106,Direct,Hardware,Fabrication,Fabrication-201106,Fabrication - Steel Stamping
200331,Direct,Hardware,Fabrication,Fabrication-200331,Fabrication - Steel Stamping
200846,Direct,Hardware,Fabrication,Fabrication-200846,Fabrication - Steel Stamping
199604,Direct,Hardware,Fabrication,Fabrication-199604,Fabrication - Steel Stamping
199533,Direct,Hardware,Fabrication,Fabrication-199533,Fabrication - Steel Stamping
200838,Direct,Hardware,Fabrication,Fabrication-200838,Fabrication - Steel Stamping
202219,Direct,Hardware,Fabrication,Fabrication-202219,Fabrication - Steel Stamping
201997,Direct,Hardware,Fabrication,Fabrication-201997,Fabrication - Steel Stamping
198832,Direct,Hardware,Fabrication,Fabrication-198832,Fabrication - Steel Stamping
203165,Direct,Hardware,Fabrication,Fabrication-203165,Fabrication - Steel Stamping
203013,Direct,Hardware,Fabrication,Fabrication-203013,Fabrication - Steel Stamping
201667,Direct,Hardware,Fabrication,Fabrication-201667,Fabrication - Steel Stamping
198059,Direct,Hardware,Fabrication,Fabrication-198059,Fabrication - Steel Stamping
198921,Direct,Hardware,Fabrication,Fabrication-198921,Fabrication - Steel Stamping
198607,Direct,Hardware,Fabrication,Fabrication-198607,Fabrication - Steel Stamping
198233,Direct,Hardware,Fabrication,Fabrication-198233,Fabrication - Steel Stamping
198723,Direct,Hardware,Fabrication,Fabrication-198723,Fabrication - Steel Stamping
199149,Direct,Hardware,Fabrication,Fabrication-199149,Fabrication - Steel Stamping
203275,Direct,Hardware,Fabrication,Fabrication-203275,Fabrication - Steel Stamping
200821,Direct,Hardware,Fabrication,Fabrication-200821,Fabrication - Steel Stamping
199433,Direct,Hardware,Fabrication,Fabrication-199433,Fabrication - Steel Stamping
200742,Direct,Hardware,Fabrication,Fabrication-200742,Fabrication - Steel Stamping
202933,Direct,Hardware,Fabrication,Fabrication-202933,Fabrication - Steel Stamping
200843,Direct,Hardware,Fabrication,Fabrication-200843,Fabrication - Steel Stamping
201832,Direct,Hardware,Fabrication,Fabrication-201832,Fabrication - Steel Stamping
197717,Direct,Hardware,Fabrication,Fabrication-197717,Fabrication - Steel Stamping
200734,Direct,Hardware,Fabrication,Fabrication-200734,Fabrication - Steel Stamping
202125,Direct,Hardware,Fabrication,Fabrication-202125,Fabrication - Steel Stamping
197962,Direct,Hardware,Fabrication,Fabrication-197962,Fabrication - Steel Stamping
198175,Direct,Hardware,Fabrication,Fabrication-198175,Fabrication - Steel Stamping
199147,Direct,Hardware,Fabrication,Fabrication-199147,Fabrication - Steel Stamping
199308,Direct,Hardware,Fabrication,Fabrication-199308,Fabrication - Steel Stamping
197795,Direct,Hardware,Fabrication,Fabrication-197795,Fabrication - Steel Stamping
199494,Direct,Hardware,Fabrication,Fabrication-199494,Fabrication - Steel Stamping
203281,Direct,Hardware,Fabrication,Fabrication-203281,Fabrication - Steel Stamping
199995,Direct,Hardware,Fabrication,Fabrication-199995,Fabrication - Steel Stamping
199307,Direct,Hardware,Fabrication,Fabrication-199307,Fabrication - Steel Stamping
200314,Direct,Hardware,Fabrication,Fabrication-200314,Fabrication - Steel Stamping
197715,Direct,Hardware,Fabrication,Fabrication-197715,Fabrication - Steel Stamping
202133,Direct,Hardware,Fabrication,Fabrication-202133,Fabrication - Steel Stamping
202173,Direct,Hardware,Fabrication,Fabrication-202173,Fabrication - Steel Stamping
198734,Direct,Hardware,Fabrication,Fabrication-198734,Fabrication - Steel Stamping
197993,Direct,Hardware,Fabrication,Fabrication-197993,Fabrication - Steel Stamping
202078,Direct,Hardware,Fabrication,Fabrication-202078,Fabrication - Steel Stamping
200230,Direct,Hardware,Fabrication,Fabrication-200230,Fabrication - Steel Stamping
199340,Direct,Hardware,Fabrication,Fabrication-199340,Fabrication - Steel Stamping
202161,Direct,Hardware,Fabrication,Fabrication-202161,Fabrication - Steel Stamping
198016,Direct,Hardware,Fabrication,Fabrication-198016,Fabrication - Steel Stamping
200290,Direct,Hardware,Fabrication,Fabrication-200290,Fabrication - Steel Stamping
197939,Direct,Hardware,Fabrication,Fabrication-197939,Fabrication - Steel Stamping
197910,Direct,Hardware,Fabrication,Fabrication-197910,Fabrication - Steel Stamping
197890,Direct,Hardware,Fabrication,Fabrication-197890,Fabrication - Steel Stamping
199344,Direct,Hardware,Fabrication,Fabrication-199344,Fabrication - Steel Stamping
197979,Direct,Hardware,Fabrication,Fabrication-197979,Fabrication - Steel Stamping
200078,Direct,Hardware,Fabrication,Fabrication-200078,Fabrication - Steel Stamping
200288,Direct,Hardware,Fabrication,Fabrication-200288,Fabrication - Steel Stamping
201465,Direct,Hardware,Fabrication,Fabrication-201465,Fabrication - Steel Stamping
200101,Direct,Hardware,Fabrication,Fabrication-200101,Fabrication - Steel Stamping
199355,Direct,Hardware,Fabrication,Fabrication-199355,Fabrication - Steel Stamping
197458,Direct,Hardware,Fabrication,Fabrication-197458,Fabrication - Steel Stamping
199083,Direct,Hardware,Fabrication,Fabrication-199083,Fabrication - Steel Stamping
198009,Direct,Hardware,Fabrication,Fabrication-198009,Fabrication - Steel Stamping
199381,Direct,Hardware,Fabrication,Fabrication-199381,Fabrication - Steel Stamping
198010,Direct,Hardware,Fabrication,Fabrication-198010,Fabrication - Steel Stamping
197797,Direct,Hardware,Fabrication,Fabrication-197797,Fabrication - Steel Stamping
197462,Direct,Hardware,Fabrication,Fabrication-197462,Fabrication - Steel Stamping
199480,Direct,Hardware,Fabrication,Fabrication-199480,Fabrication - Steel Stamping
197616,Direct,Hardware,Fabrication,Fabrication-197616,Fabrication - Steel Stamping
199465,Direct,Hardware,Fabrication,Fabrication-199465,Fabrication - Steel Stamping
199555,Direct,Hardware,Fabrication,Fabrication-199555,Fabrication - Steel Stamping
202935,Direct,Hardware,Fabrication,Fabrication-202935,Fabrication - Steel Stamping
197861,Direct,Hardware,Fabrication,Fabrication-197861,Fabrication - Steel Stamping
200043,Direct,Hardware,Fabrication,Fabrication-200043,Fabrication - Steel Stamping
202696,Direct,Hardware,Fabrication,Fabrication-202696,Fabrication - Steel Stamping
200741,Direct,Hardware,Fabrication,Fabrication-200741,Fabrication - Steel Stamping
197714,Direct,Hardware,Fabrication,Fabrication-197714,Fabrication - Steel Stamping
201070,Direct,Hardware,Fabrication,Fabrication-201070,Fabrication - Steel Stamping
203199,Direct,Hardware,Fabrication,Fabrication-203199,Fabrication - Steel Stamping
202218,Direct,Hardware,Fabrication,Fabrication-202218,Fabrication - Steel Stamping
202592,Direct,Hardware,Fabrication,Fabrication-202592,Fabrication - Steel Stamping
202909,Direct,Hardware,Fabrication,Fabrication-202909,Fabrication - Steel Stamping
199080,Direct,Hardware,Fabrication,Fabrication-199080,Fabrication - Steel Stamping
198566,Direct,Hardware,Fabrication,Fabrication-198566,Fabrication - Steel Stamping
202177,Direct,Hardware,Fabrication,Fabrication-202177,Fabrication - Steel Stamping
201298,Direct,Hardware,Fabrication,Fabrication-201298,Fabrication - Steel Stamping
197866,Direct,Hardware,Fabrication,Fabrication-197866,Fabrication - Steel Stamping
200950,Direct,Hardware,Fabrication,Fabrication-200950,Fabrication - Steel Stamping
199557,Direct,Hardware,Fabrication,Fabrication-199557,Fabrication - Steel Stamping
202249,Direct,Hardware,Fabrication,Fabrication-202249,Fabrication - Steel Stamping
199345,Direct,Hardware,Fabrication,Fabrication-199345,Fabrication - Steel Stamping
202466,Direct,Hardware,Fabrication,Fabrication-202466,Fabrication - Steel Stamping
203204,Direct,Hardware,Fabrication,Fabrication-203204,Fabrication - Steel Stamping
197966,Direct,Hardware,Fabrication,Fabrication-197966,Fabrication - Steel Stamping
197971,Direct,Hardware,Fabrication,Fabrication-197971,Fabrication - Steel Stamping
202855,Direct,Hardware,Fabrication,Fabrication-202855,Fabrication - Steel Stamping
198176,Direct,Hardware,Fabrication,Fabrication-198176,Fabrication - Steel Stamping
203224,Direct,Hardware,Fabrication,Fabrication-203224,Fabrication - Steel Stamping
202315,Direct,Hardware,Fabrication,Fabrication-202315,Fabrication - Steel Stamping
200844,Direct,Hardware,Fabrication,Fabrication-200844,Fabrication - Steel Stamping
198008,Direct,Hardware,Fabrication,Fabrication-198008,Fabrication - Steel Stamping
199740,Direct,Hardware,Fabrication,Fabrication-199740,Fabrication - Steel Stamping
199306,Direct,Hardware,Fabrication,Fabrication-199306,Fabrication - Steel Stamping
202277,Direct,Hardware,Fabrication,Fabrication-202277,Fabrication - Steel Stamping
197453,Direct,Hardware,Fabrication,Fabrication-197453,Fabrication - Steel Stamping
202655,Direct,Hardware,Fabrication,Fabrication-202655,Fabrication - Steel Stamping
198618,Direct,Hardware,Fabrication,Fabrication-198618,Fabrication - Steel Stamping
198610,Direct,Hardware,Fabrication,Fabrication-198610,Fabrication - Steel Stamping
