VendorID,Vendor City,Vendor State,Vendor Postal Code,Vendor Country/Region,Total Spend,Tier,Vendor Name
2010,Unknown,VA,22901,US,"$36,743 ",4,X-fix LLC
2304,St. Charles,IL,60174,US,"$36,739 ",4,Faxace Corporation
901,Rochester,NY,14606,US,"$36,731 ",4,U-lax Corporation
1907,Mountain View,CA,94043,US,"$36,680 ",4,zoolane Inc.
1515,Unknown,PA,Unknown,US,"$36,587 ",4,Goldenflex Inc.
2013,Unknown,TX,77084,US,"$36,365 ",4,Zimelectronics Incorporated
581,Greenville,SC,29067,US,"$36,305 ",4,Bigtintom Inc.
1880,Unknown,NC,27103,US,"$36,300 ",4,u-phase LLC
2961,Unknown,IL,Unknown,US,"$36,266 ",4,Fincon Incorporated
1095,Wilmington,DE,19810,US,"$36,190 ",4,danfase Incorporated
2136,Unknown,Unknown,2140,MX,"$36,160 ",4,superdrill Incorporated
165,Unknown,WI,53147,US,"$36,147 ",4,Kantech Inc.
1934,Unknown,TX,75247,US,"$36,070 ",4,Grooveplex Incorporated
536,Unknown,TN,37086,US,"$36,051 ",4,Hottone Corporation
636,Unknown,CA,Unknown,US,"$36,000 ",4,Acehotcon Incorporated
1319,Unknown,CA,92663,US,"$35,932 ",4,Rezatlax Corporation
2891,Laurel,MD,20707,US,"$35,738 ",4,Tondom Incorporated
2946,Unknown,TX,Unknown,US,"$35,714 ",4,Stimmedia Inc.
593,Unknown,Unknown,Unknown,MX,"$35,696 ",4,don-can Incorporated
1412,Unknown,IN,46176,US,"$35,552 ",4,Domzuncity LLC
485,Unknown,IA,50317,US,"$35,475 ",4,silfax Corporation
618,Unknown,TX,75229,US,"$35,353 ",4,Zamzoom Corporation
1228,Chula Vista,CA,91910,US,"$35,324 ",4,Contrans LLC
904,Unknown,Unknown,Unknown,MX,"$35,162 ",4,It-bam LLC
651,Unknown,IL,Unknown,US,"$34,956 ",4,Hexplanet Incorporated
1288,Ensenada,Unknown,Unknown,MX,"$34,929 ",4,Saosiling Corporation
1287,Unknown,Unknown,Unknown,MX,"$34,920 ",4,Joybase Inc.
1027,Unknown,WI,54937,US,"$34,869 ",4,Sancore Incorporated
976,Unknown,Unknown,Unknown,MX,"$34,486 ",4,Xx-ex Corporation
639,Unknown,TX,75001,US,"$34,473 ",4,voyacane Corporation
939,Unknown,Unknown,Unknown,MX,"$34,148 ",4,Stan-lax Inc.
37,Unknown,Unknown,22215,MX,"$34,140 ",4,Apotplus Inc.
2327,Unknown,WI,53051,US,"$34,131 ",4,Doubleholdings Inc.
2132,Unknown,PA,15205,US,"$33,990 ",4,Toughdexon Inc.
1671,Unknown,FL,33308,US,"$33,869 ",4,Zer-techi LLC
1904,Unknown,Unknown,Unknown,CN,"$33,800 ",4,Hattrans Inc.
1053,Unknown,CA,91320,US,"$33,327 ",4,roundholdings Corporation
1874,High Point,NC,27265,US,"$33,244 ",4,Big-fix Incorporated
2960,Unknown,CA,94063,US,"$33,050 ",4,U-ing LLC
2380,Unknown,MI,48104,US,"$33,000 ",4,Sunlux Inc.
3024,Sacramento,CA,95814,US,"$32,768 ",4,Code-way Incorporated
1161,Aurora,CO,80011,US,"$32,734 ",4,intaxon LLC
1863,McLean,VA,22101,US,"$32,554 ",4,Jobmedcon Corporation
3026,Unknown,NH,Unknown,US,"$32,511 ",4,Bigity Inc.
2350,Williamsburg,VA,23188,US,"$32,500 ",4,Treskeying LLC
343,Los Angeles,CA,90058,US,"$32,478 ",4,Lattalax Inc.
1419,Unknown,Unknown,2140,MX,"$32,399 ",4,Zontechnology Corporation
1432,Unknown,IN,46032,US,"$32,397 ",4,Zaam-electrics Inc.
279,Unknown,Unknown,,MX,"$32,391 ",4,Labanhow Corporation
1737,Unknown,Unknown,Unknown,MX,"$32,372 ",4,Trestrax Inc.
1254,Unknown,NC,27513,US,"$32,304 ",4,Icehex Inc.
635,Unknown,OH,44145,US,"$32,279 ",4,Basemedia Inc.
2386,Unknown,IN,47907,US,"$32,175 ",4,Volzunjob Inc.
2686,Washington,DC,20006,US,"$32,000 ",4,Sumtouch Inc.
1953,Washington,DC,20005,US,"$32,000 ",4,Tan-drill LLC
97,Unknown,Unknown,Unknown,MX,"$31,962 ",4,Kinlane Incorporated
949,Unknown,IL,Unknown,US,"$31,794 ",4,Redzoom Inc.
1468,Unknown,Unknown,Unknown,MX,"$31,767 ",4,Zottanity Incorporated
1028,Unknown,IN,46204,US,"$31,726 ",4,Baseelectronics Inc.
265,Unknown,CO,80907,US,"$31,700 ",4,Greenredit Inc.
1196,Atlanta,GA,30305,US,"$31,695 ",4,Physlane LLC
1891,Los Angeles,CA,90248,US,"$31,553 ",4,Indi-lex Inc.
1895,Bingham,MI,48009,US,"$31,446 ",4,Ranklatace LLC
484,Unknown,CO,80909,US,"$31,419 ",4,Damquote Inc.
2098,Unknown,Unknown,Unknown,MX,"$31,364 ",4,Vaiatechno Incorporated
864,Unknown,CA,92123,US,"$31,343 ",4,Trancorporation Corporation
1519,Aurora,CO,80011,US,"$31,338 ",4,Howcorporation LLC
1806,Cleveland,OH,Unknown,US,"$31,324 ",4,Jayfax Corporation
1176,Pasadena,CA,91101,US,"$31,178 ",4,Silstrip Incorporated
1253,Unknown,IL,60693,US,"$31,050 ",4,gold-zone Inc.
1291,Unknown,Unknown,Unknown,CN,"$31,000 ",4,Drill-is LLC
2964,Los Angeles,CA,Unknown,US,"$30,985 ",4,Namholdings LLC
367,Boiling Springs,SC,29316,US,"$30,955 ",4,Grooveis Incorporated
3030,Unknown,MA,Unknown,US,"$30,895 ",4,Silvertouch LLC
660,Unknown,IL,Unknown,US,"$30,680 ",4,laace LLC
844,Unknown,IL,60631,US,"$30,672 ",4,Trustflex Corporation
831,Unknown,IL,60674,US,"$30,393 ",4,Zonunofix Inc.
1344,Unknown,MN,55386,US,"$30,344 ",4,Geofax Corporation
1950,Unknown,IN,46227,US,"$30,300 ",4,goldentam LLC
2266,Unknown,Unknown,20001,IN,"$30,286 ",4,Quadquote Corporation
930,Unknown,Unknown,22230,MX,"$30,204 ",4,Kaystrip LLC
1107,Unknown,IL,60606,US,"$30,112 ",4,Graveis Inc.
69,Unknown,Unknown,,MX,"$30,041 ",4,Viastreet Corporation
2570,Tustin,CA,92780,US,"$30,000 ",4,Lanehigh Inc.
2392,Unknown,IL,60606,US,"$30,000 ",4,Warequaddom Inc.
545,Ensenada,Unknown,22840,MX,"$29,825 ",4,Zummaing Inc.
2215,Unknown,Unknown,Unknown,MX,"$29,718 ",4,Freshdexon LLC
233,Unknown,CA,90670,US,"$29,700 ",4,Plexsaozim Incorporated
838,Gardner,NC,27529,US,"$29,622 ",4,Zerdex LLC
1361,Unknown,IN,46202,US,"$29,603 ",4,Solin Inc.
19,Unknown,IN,46239,US,"$29,162 ",4,funfix Corporation
649,Unknown,CA,94306,US,"$29,156 ",4,Redzarhigh Inc.
2780,Unknown,IN,46216,US,"$29,103 ",4,Indigonix LLC
1301,Unknown,FL,33014,US,"$29,091 ",4,Superin Incorporated
438,Unknown,Unknown,,MX,"$29,029 ",4,Fixsontone Inc.
1627,Atlanta,GA,30305,US,"$29,000 ",4,Siliconstreet Incorporated
1563,Unknown,VA,20170,US,"$28,988 ",5,Solohex Corporation
2971,Clifton,NJ,Unknown,US,"$28,970 ",5,physstreet Incorporated
2095,New York city,NY,Unknown,US,"$28,958 ",5,y-la Inc.
2110,Denver,CO,80239,US,"$28,933 ",5,Voyataxon Corporation
264,Unknown,IL,Unknown,US,"$28,916 ",5,Codelane Corporation
857,Ensenada,CA,22840,MX,"$28,916 ",5,Tampsanzap Corporation
1506,Unknown,MI,48314,US,"$28,804 ",5,Voltouch Inc.
2999,Unknown,IL,Unknown,US,"$28,755 ",5,Quad-trax Incorporated
92,Ensenada,CA,22830,MX,"$28,642 ",5,zaming Incorporated
1384,Silver Lake,WI,53170,US,"$28,509 ",5,freecon Inc.
847,Unknown,CA,92881,US,"$28,465 ",5,zimware LLC
527,Ensenada,Unknown,Unknown,MX,"$28,156 ",5,Trioit Incorporated
2691,Summit,NJ,Unknown,US,"$28,099 ",5,Geolax LLC
1084,New Baltimore,MD,21218,US,"$28,076 ",5,Linetechi Corporation
2988,Long Beach,CA,Unknown,US,"$28,066 ",5,Hexjob Inc.
1192,Unknown,IN,46201,US,"$27,891 ",5,Konholding Incorporated
616,Los Angeles,CA,90063,US,"$27,819 ",5,Zathgreen Inc.
804,Unknown,WI,Unknown,US,"$27,767 ",5,Zaammedia Incorporated
855,Unknown,Unknown,Unknown,MX,"$27,720 ",5,Bigelectronics LLC
81,Unknown,CA,92653,US,"$27,680 ",5,Solophase Corporation
2912,Unknown,MI,49548,US,"$27,673 ",5,Retom Incorporated
638,Lawrence,PA,15055,US,"$27,665 ",5,latbase Corporation
1172,High Point,NC,27260,US,"$27,658 ",5,Roundtone Inc.
1682,Unknown,MA,Unknown,US,"$27,471 ",5,Triounofax Incorporated
863,Unknown,CA,92618,US,"$27,455 ",5,Carelane Inc.
1662,Unknown,IN,46240,US,"$27,325 ",5,apquote Corporation
2005,Richmond,TX,77406,US,"$27,240 ",5,Planetcan LLC
2591,Unknown,Unknown,Unknown,MX,"$27,037 ",5,Hexmedflex Incorporated
342,Unknown,Unknown,Unknown,MX,"$27,001 ",5,Tempgreen Incorporated
996,Unknown,Unknown,Unknown,CN,"$26,849 ",5,Silvergreen Incorporated
872,Unknown,NC,28202,US,"$26,813 ",5,Zendox Corporation
1381,Unknown,Unknown,Unknown,MX,"$26,769 ",5,zumtaxon LLC
2101,National Harbor,MD,20745,US,"$26,700 ",5,goodmedia Incorporated
1127,Watertown,WI,Unknown,US,"$26,695 ",5,Zathelectronics Corporation
2352,Unknown,CT,Unknown,US,"$26,527 ",5,Statzaris Incorporated
144,Unknown,PA,17050,US,"$26,300 ",5,Silware Incorporated
1529,Unknown,TX,79936,US,"$26,294 ",5,Trippleplanet Incorporated
656,Spokane,WA,99201,US,"$26,205 ",5,sumex Corporation
2430,Unknown,SC,29681,US,"$26,089 ",5,Ice-lane LLC
2306,Unknown,CA,62691,US,"$26,031 ",5,voyaphase Inc.
1147,Unknown,IL,Unknown,US,"$25,982 ",5,Sanin LLC
908,Unknown,CO,80921,US,"$25,928 ",5,cityzap Corporation
450,Unknown,Unknown,22320,MX,"$25,926 ",5,aplam Corporation
870,Chula Vista,CA,91911,US,"$25,921 ",5,ganjatech LLC
559,Unknown,CO,Unknown,US,"$25,838 ",5,Duoelectrics LLC
2928,Unknown,NJ,Unknown,US,"$25,822 ",5,Statcon Inc.
1860,Ensenada,Unknown,22840,MX,"$25,803 ",5,Greenzimla LLC
2963,Unknown,Unknown,,TW,"$25,731 ",5,E-care LLC
107,Denver,CO,Unknown,US,"$25,521 ",5,Ontodax Corporation
412,Unknown,Unknown,22509,MX,"$25,416 ",5,Soloware LLC
1546,Frisco,TX,75034,US,"$25,270 ",5,Keysoncore Incorporated
1987,Ensenada,Unknown,Unknown,MX,"$25,264 ",5,Stimcode Inc.
1245,Unknown,SC,29464,US,"$25,200 ",5,Solotechi Corporation
628,Ensenada,Unknown,22810,MX,"$25,141 ",5,Drillcorporation Corporation
1789,Unknown,Unknown,21540,CN,"$25,130 ",5,Unakix Corporation
254,Unknown,Unknown,2140,MX,"$25,127 ",5,Scottrax Incorporated
2750,Unknown,Unknown,Unknown,IL,"$25,000 ",5,Tempbam Corporation
1074,Unknown,MA,Unknown,US,"$25,000 ",5,Isline Corporation
2781,Woodbridge,NJ,Unknown,US,"$24,833 ",5,Voyahigh LLC
1038,Unknown,Unknown,Unknown,CA,"$24,740 ",5,San-find Inc.
1022,Denver,CO,80231,US,"$24,655 ",5,Voyadantam Inc.
1861,Unknown,VA,22031,US,"$24,376 ",5,Lattax Corporation
2274,Columbus,OH,Unknown,US,"$24,357 ",5,Stripcode Inc.
2253,Mexico,Unknown,,MX,"$24,290 ",5,Indigois LLC
588,Unknown,Unknown,2543,CH,"$24,133 ",5,Goodzootam Incorporated
1222,Atlanta,GA,30326,US,"$24,111 ",5,Hatcity Inc.
1033,Ensenada,Unknown,Unknown,MX,"$24,049 ",5,Stantechi Inc.
1286,Unknown,GA,Unknown,US,"$23,865 ",5,Zimex Incorporated
1926,Unknown,CA,94063,US,"$23,715 ",5,Donfix Corporation
301,Unknown,IL,60693,US,"$23,564 ",5,Zoogreen Inc.
826,Unknown,Unknown,Unknown,MX,"$23,449 ",5,o-quote LLC
2599,Unknown,UT,84604,US,"$23,000 ",5,Viamatlex Corporation
1193,Washington,DC,20036,US,"$22,900 ",5,Tranphase Inc.
1153,Unknown,Unknown,Unknown,CN,"$22,863 ",5,Temptech Corporation
830,Unknown,Unknown,22320,MX,"$22,847 ",5,Hotlane Corporation
1256,Unknown,MI,48108,US,"$22,810 ",5,Goldenline Corporation
873,Unknown,CA,92660,US,"$22,755 ",5,Sanlux Corporation
1173,Unknown,IL,Unknown,US,"$22,753 ",5,bigelectrics Inc.
1365,Unknown,IN,46074,US,"$22,735 ",5,jaycode Incorporated
295,Unknown,IL,Unknown,US,"$22,560 ",5,Dripholdings Corporation
243,Unknown,Unknown,Unknown,CA,"$22,544 ",5,latlane LLC
1213,New York city,NY,10020,US,"$22,465 ",5,Lotunacon Inc.
1054,Unknown,Unknown,Unknown,MX,"$22,278 ",5,Voltplanet Corporation
550,Unknown,IN,46032,US,"$22,278 ",5,Sumplus Corporation
2087,Oxford,MI,48371,US,"$22,234 ",5,J-tech Incorporated
917,Unknown,Unknown,Unknown,MX,"$22,188 ",5,temp-electrics Incorporated
2439,Unknown,Unknown,Unknown,CA,"$22,015 ",5,Cane-electrics LLC
1559,Ensenada,Unknown,22830,MX,"$21,919 ",5,Goodin Incorporated
1236,Unknown,Unknown,,TW,"$21,918 ",5,Zotcancity LLC
1564,Detroit,MI,48205,US,"$21,910 ",5,Howzofase Inc.
1761,Unknown,CO,80033,US,"$21,906 ",5,Iceredware Corporation
1512,Unknown,Unknown,Unknown,MX,"$21,877 ",5,Faxuniplex LLC
1032,Ensenada,Unknown,Unknown,MX,"$21,747 ",5,Quotelex Inc.
285,Unknown,CT,Unknown,US,"$21,649 ",5,Voltechno Incorporated
2146,Perryville,MO,63775,US,"$21,516 ",5,open-planet LLC
262,Unknown,IN,46619,US,"$21,488 ",5,Freshnix Inc.
2042,Unknown,IL,60693,US,"$21,403 ",5,Blackdax Incorporated
1349,Unknown,Unknown,,TW,"$21,321 ",5,Media-la LLC
598,Mexico,Unknown,Unknown,MX,"$21,263 ",5,Whiteholding Incorporated
1672,Unknown,IL,Unknown,US,"$21,260 ",5,Doublegreen LLC
2417,Ensenada,Unknown,Unknown,MX,"$21,253 ",5,Zimdax Corporation
332,Ensenada,Unknown,Unknown,MX,"$21,215 ",5,Dongtech Incorporated
237,Freedom,NH,Unknown,US,"$21,124 ",5,Candex LLC
1162,Unknown,TX,75080,US,"$21,117 ",5,Domlamjob LLC
487,Unknown,CA,94105,US,"$21,079 ",5,Kaytax Incorporated
2583,Unknown,IN,46204,US,"$21,045 ",5,Freecan LLC
334,Unknown,IL,60654,US,"$21,000 ",5,Ontotrax Inc.
2761,Unknown,CO,80809,US,"$21,000 ",5,green-city Incorporated
1273,Unknown,FL,33610,US,"$21,000 ",5,Greendrill Incorporated
508,Cleveland,OH,44115,US,"$20,955 ",5,zoofase LLC
1417,Martinez,GA,30907,US,"$20,913 ",5,Toughgreen Inc.
146,Ensenada,Unknown,,MX,"$20,863 ",5,U-behigh LLC
1572,Ensenada,Unknown,22830,MX,"$20,858 ",5,Zimdomtech Inc.
2580,Unknown,CA,94608,US,"$20,837 ",5,Nimanbase Corporation
998,Milford,CT,45150,US,"$20,795 ",5,Sanphase Corporation
1392,Unknown,CT,Unknown,US,"$20,778 ",5,Indijilex Corporation
843,Unknown,CA,92821,US,"$20,629 ",5,Gogoflex Inc.
600,Unknown,IN,Unknown,US,"$20,605 ",5,Techilux Inc.
1545,Germantown,MD,20874,US,"$20,601 ",5,Hatlam Inc.
494,Unknown,CO,Unknown,US,"$20,582 ",5,Subtex Incorporated
31,Denver,CO,80216,US,"$20,582 ",5,Zonhex Incorporated
802,Unknown,MO,64116,US,"$20,512 ",5,gravejob LLC
528,Unknown,Unknown,Unknown,MX,"$20,453 ",5,Solace Incorporated
1373,Centennial,CO,80112,US,"$20,450 ",5,Kinstrip LLC
2248,Columbus,OH,43215,US,"$20,299 ",5,Randex Inc.
2513,Unknown,Unknown,22430,MX,"$20,212 ",5,Finline Incorporated
1014,Ensenada,Unknown,Unknown,MX,"$20,120 ",5,Stattrax Incorporated
360,Unknown,Unknown,Unknown,MX,"$20,115 ",5,citylux LLC
1932,Unknown,Unknown,Unknown,GB,"$20,015 ",5,warecom Inc.
2763,Southfield,MI,48076,US,"$20,000 ",5,Labtone Corporation
1459,Washington,DC,20036,US,"$20,000 ",5,Xx-it Corporation
2807,Unknown,FL,32819,US,"$20,000 ",5,Geoway Corporation
1819,Unknown,CO,80906,US,"$19,905 ",5,Black-can Corporation
411,Unknown,UT,Unknown,US,"$19,865 ",5,cantech Corporation
1626,Unknown,OH,45231,US,"$19,801 ",5,icetom Corporation
346,Unknown,MI,49426,US,"$19,642 ",5,Faxplus Inc.
1931,Unknown,GA,30680,US,"$19,585 ",5,Zaamotdax Incorporated
475,Unknown,IN,46217,US,"$19,564 ",5,sumbase Inc.
493,Unknown,Unknown,Unknown,MX,"$19,376 ",5,Ittechno Inc.
2066,Unknown,MI,49505,US,"$19,305 ",5,Aping Inc.
916,Unknown,AZ,Unknown,US,"$19,215 ",5,Redcity Corporation
2924,Unknown,HI,Unknown,US,"$19,130 ",5,D-zap Incorporated
539,Unknown,IN,46241,US,"$19,092 ",5,Tres-electronics Incorporated
2505,Lafayette,IN,47901,US,"$18,948 ",5,Blacktrans Inc.
2453,Unknown,Unknown,,MX,"$18,899 ",5,Sondrill LLC
2001,Arlington,VA,22202,US,"$18,835 ",5,Vivadrill LLC
2012,Unknown,WA,98004,US,"$18,823 ",5,Volzoomline Corporation
1178,Lincoln,NC,28092,US,"$18,750 ",5,Trankeylux LLC
1920,Unknown,IN,46060,US,"$18,628 ",5,Waretom Inc.
497,Lemont,IL,60439,US,"$18,613 ",5,indigoline Incorporated
835,Unknown,Unknown,Unknown,TW,"$18,593 ",5,Bigstrip Inc.
1224,Unknown,MA,Unknown,US,"$18,281 ",5,Stripcane Inc.
1101,Unknown,OH,Unknown,US,"$18,221 ",5,Job-ware Inc.
2399,Unknown,NV,Unknown,US,"$18,206 ",5,Zotnix LLC
1687,Columbus,OH,43228,US,"$18,158 ",5,Zap-ing Incorporated
154,Unknown,CO,Unknown,US,"$18,127 ",5,Jobtechi Corporation
1200,Darien,CT,Unknown,US,"$18,100 ",5,Tanlane Corporation
2090,Laporte,IN,46350,US,"$18,100 ",5,Jobstreet Incorporated
1212,Unknown,Unknown,2140,MX,"$18,036 ",5,Opentrans Corporation
2894,Unknown,MN,55936,US,"$18,000 ",5,Zapdax Corporation
483,Unknown,CO,80911,US,"$18,000 ",5,Villaron Corporation
2455,Unknown,CA,92154,US,"$17,968 ",5,Inzootone Corporation
1888,Rochester,NY,14621,US,"$17,961 ",5,qvoing Incorporated
1313,Ensenada,Unknown,Unknown,MX,"$17,893 ",5,Bigron Incorporated
270,Boston,MA,Unknown,US,"$17,862 ",5,Superhouse LLC
1653,Unknown,FL,32703,US,"$17,705 ",5,Lineelectrics LLC
1383,Newtown,PA,18940,US,"$17,679 ",5,Ranhow Inc.
2085,Unknown,CO,80487,US,"$17,616 ",5,J-green LLC
906,Unknown,CA,92223,US,"$17,591 ",5,Yearlane Inc.
3008,Manchester,CT,Unknown,US,"$17,565 ",5,Hotway Corporation
2340,Ensenada,CA,22830,MX,"$17,565 ",5,Hotunilab Inc.
2394,New York city,NY,10013,US,"$17,564 ",5,solhouse Incorporated
156,Unknown,Unknown,20001,IN,"$17,536 ",5,donron Incorporated
1442,Plano,TX,75075,US,"$17,500 ",5,Caretech Corporation
1201,Plano,TX,75074,US,"$17,402 ",5,Funnix LLC
1056,Unknown,CO,80909,US,"$17,351 ",5,Zaamgreen Incorporated
1035,Unknown,CA,92821,US,"$17,339 ",5,Technozone Incorporated
1830,San Jose,CA,95110,US,"$17,334 ",5,Isnamdax Inc.
642,Unknown,Unknown,Unknown,MX,"$17,325 ",5,Tripplehigh Corporation
2230,Alexandria,VA,22314,US,"$17,313 ",5,Latexon Incorporated
1739,Marblehead,MA,Unknown,US,"$17,201 ",5,Inditexon Corporation
2111,Unknown,CA,91701,US,"$17,164 ",5,Hottam Inc.
1110,Unknown,Unknown,,VG,"$17,150 ",5,Ventotone Inc.
1740,Collins,OH,44826,US,"$17,075 ",5,damcane LLC
2923,Unknown,FL,33122,US,"$17,050 ",5,Dentoflex Corporation
1188,Sebastian,Unknown,,ES,"$17,013 ",5,Hayelectrics LLC
2156,Unknown,IL,60148,US,"$16,950 ",5,Jayron Corporation
430,Rochester,NY,Unknown,US,"$16,899 ",5,Goodplus LLC
925,Ventura,CA,93001,US,"$16,870 ",5,Silicontouch Corporation
1379,Lancaster,CA,93535,US,"$16,843 ",5,Hotis Inc.
46,Unknown,MN,Unknown,US,"$16,793 ",5,Plusstrip LLC
1452,Centennial,CO,80015,US,"$16,670 ",5,Trisranfan LLC
1316,Unknown,IN,46225,US,"$16,650 ",5,Flexdex LLC
1434,Unknown,OH,43537,US,"$16,638 ",5,D-technology Inc.
1207,New York city,NY,10022,US,"$16,602 ",5,Unacode Incorporated
256,Unknown,CA,92127,US,"$16,575 ",5,Ronzamin Inc.
608,Denver,CO,80223,US,"$16,505 ",5,Zoomzim Corporation
937,Unknown,Unknown,2140,MX,"$16,446 ",5,Meddanice Inc.
885,Unknown,IL,60639,US,"$16,446 ",5,White-cone LLC
1119,Unknown,IN,46032,US,"$16,433 ",5,Singleing Incorporated
853,Wakefield,MA,Unknown,US,"$16,200 ",5,Zotice LLC
2509,Unknown,IN,47346,US,"$16,023 ",5,Damace Incorporated
2724,Unknown,GA,Unknown,US,"$16,018 ",5,Indigolab Incorporated
2311,Unknown,CT,Unknown,US,"$16,001 ",5,Vollex Incorporated
2487,Unknown,WI,53589,US,"$16,000 ",5,Fax-ity Inc.
526,Unknown,MO,63123,US,"$15,989 ",5,Planetelectrics LLC
2233,Unknown,CA,95050,US,"$15,918 ",5,Joyhex Corporation
2458,Hinsdale,IL,60521,US,"$15,915 ",5,Tinsoltone Corporation
1264,Unknown,IN,46032,US,"$15,850 ",5,Tripplezone Corporation
1088,St. Paul,MN,Unknown,US,"$15,811 ",5,Tontouch LLC
2732,Unknown,CA,92618,US,"$15,800 ",5,Transfind Inc.
2433,Unknown,IL,60654,US,"$15,703 ",5,Siliconcode Corporation
56,Ensenada,Unknown,84127,MX,"$15,671 ",6,Zamtam Inc.
2326,Unknown,GA,30040,US,"$15,561 ",6,Pluszoomcom Incorporated
1481,Mexico,Unknown,Unknown,MX,"$15,557 ",6,Zathdex Incorporated
2391,Unknown,CA,Unknown,US,"$15,500 ",6,Biolax Incorporated
1470,Unknown,IL,60603,US,"$15,230 ",6,Technogreen Inc.
970,Ensenada,Unknown,Unknown,MX,"$15,104 ",6,Stantone Corporation
2962,Danbury,CT,Unknown,US,"$15,075 ",6,Solodubtax Inc.
1132,Unknown,UT,84770,US,"$15,048 ",6,Indigobase Inc.
657,Unknown,AZ,85284,US,"$15,000 ",6,Doublequote Incorporated
890,Unknown,Unknown,Unknown,MX,"$14,981 ",6,Zathis Incorporated
1566,Unknown,FL,32563,US,"$14,966 ",6,zathlax Corporation
2278,Unknown,CA,94501,US,"$14,965 ",6,silvergreen Inc.
973,Ensenada,Unknown,Unknown,MX,"$14,964 ",6,Lotcode Incorporated
469,Unknown,CT,Unknown,US,"$14,953 ",6,Hatdaming Inc.
1174,Unknown,CA,,MX,"$14,837 ",6,Transtreet LLC
913,Unknown,CA,92154,US,"$14,831 ",6,Bluetom Inc.
2927,Unknown,Unknown,Unknown,BR,"$14,804 ",6,Driplane Incorporated
515,Unknown,CA,94577,US,"$14,661 ",6,Tampdexon Corporation
1429,Ensenada,Unknown,Unknown,MX,"$14,609 ",6,gogolam Inc.
2915,Unknown,IL,60126,US,"$14,577 ",6,Mediakix Corporation
1967,Denver,CO,80216,US,"$14,570 ",6,Inchflex Corporation
1302,Ensenada,Unknown,Unknown,MX,"$14,548 ",6,Konkcan Inc.
1485,Unknown,CA,92612,US,"$14,478 ",6,Ankeylex LLC
365,Denver,CO,Unknown,US,"$14,469 ",6,ice-line LLC
1554,Littleton,CO,80127,US,"$14,364 ",6,Stronghex LLC
1025,Portland,ME,Unknown,US,"$14,279 ",6,Mathfase LLC
929,Garden Grove,CA,92841,US,"$14,263 ",6,Indigoit LLC
3032,Washington,DC,20036,US,"$14,263 ",6,medace Incorporated
578,Unknown,Unknown,22830,MX,"$14,247 ",6,trusttex Incorporated
35,Unknown,IN,46060,US,"$14,241 ",6,hotnix LLC
1041,Lebanon,IN,46052,US,"$14,217 ",6,Fintone Inc.
630,Unknown,MA,Unknown,US,"$14,206 ",6,Aphex Corporation
500,Unknown,CA,2140,MX,"$14,117 ",6,physjob Corporation
207,Unknown,Unknown,2540,MX,"$14,092 ",6,Ronjoycane Incorporated
2463,Unknown,MN,55402,US,"$14,080 ",6,Meddandom LLC
2286,Unknown,CT,Unknown,US,"$14,029 ",6,Super-base Inc.
1807,Unknown,IN,46202,US,"$14,025 ",6,gooddax Corporation
372,Austin,TX,78703,US,"$14,024 ",6,Icefind LLC
2588,Unknown,CA,91306,US,"$13,875 ",6,Qvoace Incorporated
1873,Ames,IA,50010,US,"$13,860 ",6,Coneelectronics Corporation
2443,Reading,PA,19605,US,"$13,785 ",6,Dansoltrax Corporation
956,Ensenada,Unknown,Unknown,MX,"$13,722 ",6,Lotholding Incorporated
2231,Unknown,FL,32082,US,"$13,700 ",6,alphakix Incorporated
1516,Unknown,ND,58329,US,"$13,678 ",6,Solkeydax Incorporated
507,Georgetown,TX,78628,US,"$13,669 ",6,Dancore Inc.
1430,Gainesville,TX,76240,US,"$13,659 ",6,voyaplus Corporation
384,Unknown,IL,Unknown,US,"$13,633 ",6,Voltjoylux LLC
2501,Unknown,NY,11023,US,"$13,500 ",6,Iceice Incorporated
1910,Unknown,PA,17756,US,"$13,334 ",6,Danex LLC
84,Unknown,OH,Unknown,US,"$13,280 ",6,Sumhigh Inc.
942,Florissant,CO,80816,US,"$13,138 ",6,Nimnix LLC
341,Mexico,Unknown,2540,MX,"$12,992 ",6,Funron Corporation
1134,Unknown,WA,98104,US,"$12,806 ",6,Pluselectronics LLC
1248,Unknown,Unknown,22210,MX,"$12,771 ",6,jayla LLC
934,Pueblo,CO,81003,US,"$12,725 ",6,duoflex Corporation
862,Unknown,CA,91745,US,"$12,613 ",6,Domcon Inc.
2096,Monterey,Unknown,64849,MX,"$12,588 ",6,Hottamplex Incorporated
1541,Unknown,TX,Unknown,US,"$12,552 ",6,Y-dubron Incorporated
1719,Peyton,CO,80831,US,"$12,464 ",6,X-fase LLC
540,Unknown,MA,Unknown,US,"$12,450 ",6,Can-tex Inc.
992,Erie,PA,16150,US,"$12,413 ",6,Zerice LLC
1031,Unknown,Unknown,Unknown,MX,"$12,411 ",6,ontoholding Corporation
280,Unknown,CA,90241,US,"$12,392 ",6,U-touch Inc.
1812,Washington,DC,20036,US,"$12,262 ",6,Openlab Incorporated
2353,Unknown,MN,55344,US,"$12,250 ",6,Zathjoyex LLC
28,Unknown,CA,94124,US,"$12,156 ",6,Danzozhex LLC
198,Ensenada,Unknown,Unknown,MX,"$12,132 ",6,Rundrill LLC
1352,Panama city,FL,32404,US,"$12,087 ",6,Matkix Corporation
580,Unknown,Unknown,Unknown,MX,"$12,073 ",6,Howfase Inc.
